ticker,country,company_name,industry,sector,sub_industry,exchange,currency,market_cap_category,active,is_etf,yahoo_ticker,industry_keyword_1,industry_keyword_2,industry_keyword_3,ai_generated,ai_enhanced_at,competitor_1_name,competitor_1_ticker,competitor_2_name,competitor_2_ticker,competitor_3_name,competitor_3_ticker,upstream_1_name,upstream_1_ticker,upstream_2_name,upstream_2_ticker,downstream_1_name,downstream_1_ticker,downstream_2_name,downstream_2_ticker,geographic_markets,subsidiaries,financial_last_price,financial_price_change_pct,financial_yesterday_return_pct,financial_ytd_return_pct,financial_market_cap,financial_enterprise_value,financial_volume,financial_avg_volume,financial_analyst_target,financial_analyst_range_low,financial_analyst_range_high,financial_analyst_count,financial_analyst_recommendation,financial_snapshot_date,created_at,updated_at,data_source
PNNT,CA,PennantPark Investment Corporation,Asset Management,Financials,,,,,FALSE,FALSE,PNNT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PNP.TO,CA,Pinetree Capital Ltd.,Capital Markets,Financials,,,,,FALSE,FALSE,PNP.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PNR,CA,Pentair plc,Specialty Industrial Machinery,Industrials,,,,,FALSE,FALSE,PNR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PNRG,CA,PrimeEnergy Resources Corporation,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PNRG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PNTG,CA,"The Pennant Group, Inc.",Medical Care Facilities,Healthcare,,,,,FALSE,FALSE,PNTG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PNW,CA,Pinnacle West Capital Corporation,Utilities - Regulated Electric,Utilities,,,,,FALSE,FALSE,PNW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POAI,CA,Predictive Oncology Inc.,Health Information Services,Healthcare,,,,,FALSE,FALSE,POAI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POCI,CA,"Precision Optics Corporation, Inc.",Medical Instruments & Supplies,Healthcare,,,,,FALSE,FALSE,POCI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PODC,CA,"PodcastOne, Inc.",Internet Content & Information,Communication Services,,,,,FALSE,FALSE,PODC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PODD,CA,Insulet Corporation,Medical Devices,Healthcare,,,,,FALSE,FALSE,PODD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POET,CA,POET Technologies Inc.,Semiconductors,Technology,,,,,FALSE,FALSE,POET,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POLA,CA,"Polar Power, Inc.",Electrical Equipment & Parts,Industrials,,,,,FALSE,FALSE,POLA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POLE,CA,Andretti Acquisition Corp. II,Shell Companies,Financials,,,,,FALSE,FALSE,POLE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PONY,CA,Pony AI Inc.,Information Technology Services,Technology,,,,,FALSE,FALSE,PONY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POOL,CA,Pool Corporation,Industrial Distribution,Industrials,,,,,FALSE,FALSE,POOL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POR,CA,Portland General Electric Company,Utilities - Regulated Electric,Utilities,,,,,FALSE,FALSE,POR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POST,CA,"Post Holdings, Inc.",Packaged Foods,Consumer Staples,,,,,FALSE,FALSE,POST,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POU.TO,CA,Paramount Resources Ltd.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,POU.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POWI,CA,"Power Integrations, Inc.",Semiconductors,Technology,,,,,FALSE,FALSE,POWI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POWL,CA,"Powell Industries, Inc.",Electrical Equipment & Parts,Industrials,,,,,FALSE,FALSE,POWL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POW.TO,CA,Power Corporation of Canada,Insurance - Life,Financials,,,,,FALSE,FALSE,POW.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
POWW,CA,Outdoor Holding Company,Aerospace & Defense,Industrials,,,,,FALSE,FALSE,POWW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPBT,CA,Purple Biotech Ltd,Biotechnology,Healthcare,,,,,FALSE,FALSE,PPBT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPC,CA,Pilgrim's Pride Corporation,Packaged Foods,Consumer Staples,,,,,FALSE,FALSE,PPC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPCB,CA,"Propanc Biopharma, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PPCB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPG,CA,"PPG Industries, Inc.",Specialty Chemicals,Materials,,,,,FALSE,FALSE,PPG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPIH,CA,"Perma-Pipe International Holdings, Inc.",Building Products & Equipment,Industrials,,,,,FALSE,FALSE,PPIH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPL,CA,PPL Corporation,Utilities - Regulated Electric,Utilities,,,,,FALSE,FALSE,PPL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPL.TO,CA,Pembina Pipeline Corporation,Oil & Gas Midstream,Energy,,,,,FALSE,FALSE,PPL.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPR.TO,CA,Prairie Provident Resources Inc.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PPR.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPSI,CA,"Pioneer Power Solutions, Inc.",Electrical Equipment & Parts,Industrials,,,,,FALSE,FALSE,PPSI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPTA,CA,Perpetua Resources Corp.,Other Precious Metals & Mining,Materials,,,,,FALSE,FALSE,PPTA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PPTA.TO,CA,Perpetua Resources Corp.,Other Precious Metals & Mining,Materials,,,,,FALSE,FALSE,PPTA.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PR,CA,Permian Resources Corporation,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRA,CA,ProAssurance Corporation,Insurance - Property & Casualty,Financials,,,,,FALSE,FALSE,PRA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRAA,CA,"PRA Group, Inc.",Credit Services,Financials,,,,,FALSE,FALSE,PRAA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRAX,CA,"Praxis Precision Medicines, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PRAX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRB.TO,CA,Probe Gold Inc.,Gold,Materials,,,,,FALSE,FALSE,PRB.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRCH,CA,"Porch Group, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,PRCH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRCT,CA,PROCEPT BioRobotics Corporation,Medical Devices,Healthcare,,,,,FALSE,FALSE,PRCT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRDO,CA,Perdoceo Education Corporation,Education & Training Services,Consumer Staples,,,,,FALSE,FALSE,PRDO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRE,CA,Prenetics Global Limited,Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,PRE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRFX,CA,PainReform Ltd.,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,FALSE,FALSE,PRFX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRG,CA,"PROG Holdings, Inc.",Rental & Leasing Services,Industrials,,,,,FALSE,FALSE,PRG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRGO,CA,Perrigo Company plc,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,FALSE,FALSE,PRGO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRGS,CA,Progress Software Corporation,Software - Infrastructure,Technology,,,,,FALSE,FALSE,PRGS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRI,CA,"Primerica, Inc.",Insurance - Life,Financials,,,,,FALSE,FALSE,PRI,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRIM,CA,Primoris Services Corporation,Engineering & Construction,Industrials,,,,,FALSE,FALSE,PRIM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRK,CA,Park National Corporation,Banks - Regional,Financials,,,,,FALSE,FALSE,PRK,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRKS,CA,United Parks & Resorts Inc.,Leisure,Consumer Discretionary,,,,,FALSE,FALSE,PRKS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRLB,CA,"Proto Labs, Inc.",Metal Fabrication,Industrials,,,,,FALSE,FALSE,PRLB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRLD,CA,Prelude Therapeutics Incorporated,Biotechnology,Healthcare,,,,,FALSE,FALSE,PRLD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRL.TO,CA,Propel Holdings Inc.,Credit Services,Financials,,,,,FALSE,FALSE,PRL.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRM,CA,"Perimeter Solutions, Inc.",Specialty Chemicals,Materials,,,,,FALSE,FALSE,PRM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRMB,CA,Primo Brands Corporation,Beverages - Non-Alcoholic,Consumer Staples,,,,,FALSE,FALSE,PRMB,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRME,CA,"Prime Medicine, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PRME,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRN.TO,CA,Profound Medical Corp.,Medical Devices,Healthcare,,,,,FALSE,FALSE,PRN.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRO,CA,"PROS Holdings, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,PRO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PROF,CA,Profound Medical Corp.,Medical Devices,Healthcare,,,,,FALSE,FALSE,PROF,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PROK,CA,ProKidney Corp.,Biotechnology,Healthcare,,,,,FALSE,FALSE,PROK,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PROP,CA,Prairie Operating Co.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PROP,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PROV,CA,"Provident Financial Holdings, Inc.",Banks - Regional,Financials,,,,,FALSE,FALSE,PROV,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRPH,CA,"ProPhase Labs, Inc.",Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,PRPH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRPL,CA,"Purple Innovation, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary,,,,,FALSE,FALSE,PRPL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRPO,CA,"Precipio, Inc.",Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,PRPO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRQR,CA,ProQR Therapeutics N.V.,Biotechnology,Healthcare,,,,,FALSE,FALSE,PRQR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRQ.TO,CA,Petrus Resources Ltd.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PRQ.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRSO,CA,Peraso Inc.,Semiconductors,Technology,,,,,FALSE,FALSE,PRSO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRSU,CA,"Pursuit Attractions and Hospitality, Inc.",Travel Services,Consumer Discretionary,,,,,FALSE,FALSE,PRSU,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRT,CA,PermRock Royalty Trust,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PRT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRTA,CA,Prothena Corporation plc,Biotechnology,Healthcare,,,,,FALSE,FALSE,PRTA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRTC,CA,PureTech Health plc,Biotechnology,Healthcare,,,,,FALSE,FALSE,PRTC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRTH,CA,"Priority Technology Holdings, Inc.",Software - Infrastructure,Technology,,,,,FALSE,FALSE,PRTH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRTS,CA,"CarParts.com, Inc.",Auto Parts,Consumer Discretionary,,,,,FALSE,FALSE,PRTS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRU,CA,"Prudential Financial, Inc.",Insurance - Life,Financials,,,,,FALSE,FALSE,PRU,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRU.TO,CA,Perseus Mining Limited,Gold,Materials,,,,,FALSE,FALSE,PRU.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRVA,CA,"Privia Health Group, Inc.",Health Information Services,Healthcare,,,,,FALSE,FALSE,PRVA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRV-UN.TO,CA,Pro Real Estate Investment Trust,REIT - Industrial,Real Estate,,,,,FALSE,FALSE,PRV-UN.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRYM.TO,CA,Prime Mining Corp.,Other Industrial Metals & Mining,Materials,,,,,FALSE,FALSE,PRYM.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PRZO,CA,ParaZero Technologies Ltd.,Aerospace & Defense,Industrials,,,,,FALSE,FALSE,PRZO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSA,CA,Public Storage,REIT - Industrial,Real Estate,,,,,FALSE,FALSE,PSA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSBD,CA,Palmer Square Capital BDC Inc.,Asset Management,Financials,,,,,FALSE,FALSE,PSBD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSD.TO,CA,Pulse Seismic Inc.,Oil & Gas Equipment & Services,Energy,,,,,FALSE,FALSE,PSD.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSEC,CA,Prospect Capital Corporation,Asset Management,Financials,,,,,FALSE,FALSE,PSEC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSFE,CA,Paysafe Limited,Software - Infrastructure,Technology,,,,,FALSE,FALSE,PSFE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSHG,CA,Performance Shipping Inc.,Marine Shipping,Industrials,,,,,FALSE,FALSE,PSHG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSIG,CA,PS International Group Ltd.,Integrated Freight & Logistics,Industrials,,,,,FALSE,FALSE,PSIG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSI.TO,CA,Pason Systems Inc.,Oil & Gas Equipment & Services,Energy,,,,,FALSE,FALSE,PSI.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSIX,CA,"Power Solutions International, Inc.",Specialty Industrial Machinery,Industrials,,,,,FALSE,FALSE,PSIX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSK.TO,CA,PrairieSky Royalty Ltd.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PSK.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSKY,CA,Paramount Skydance Corporation,Entertainment,Communication Services,,,,,FALSE,FALSE,PSKY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSLV,,PSLV,,,,,,,TRUE,FALSE,PSLV,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSMT,CA,"PriceSmart, Inc.",Discount Stores,Consumer Staples,,,,,FALSE,FALSE,PSMT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSN,CA,Parsons Corporation,Information Technology Services,Technology,,,,,FALSE,FALSE,PSN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSNL,CA,"Personalis, Inc.",Diagnostics & Research,Healthcare,,,,,FALSE,FALSE,PSNL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSNY,CA,Polestar Automotive Holding UK PLC,Auto Manufacturers,Consumer Discretionary,,,,,FALSE,FALSE,PSNY,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSO,CA,Pearson plc,Publishing,Communication Services,,,,,FALSE,FALSE,PSO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSQH,CA,"PSQ Holdings, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,PSQH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSTG,CA,"Pure Storage, Inc.",Computer Hardware,Technology,,,,,FALSE,FALSE,PSTG,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSTL,CA,"Postal Realty Trust, Inc.",REIT - Office,Real Estate,,,,,FALSE,FALSE,PSTL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSTV,CA,"Plus Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PSTV,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PSX,CA,Phillips 66,Oil & Gas Refining & Marketing,Energy,,,,,FALSE,FALSE,PSX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PT,CA,Pintec Technology Holdings Limited,Credit Services,Financials,,,,,FALSE,FALSE,PT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTC,CA,PTC Inc.,Software - Application,Technology,,,,,FALSE,FALSE,PTC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTCT,CA,"PTC Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PTCT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTEN,CA,"Patterson-UTI Energy, Inc.",Oil & Gas Drilling,Energy,,,,,FALSE,FALSE,PTEN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTGX,CA,"Protagonist Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PTGX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTHL,CA,Pheton Holdings Ltd,Medical Devices,Healthcare,,,,,FALSE,FALSE,PTHL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTHS,CA,Pelthos Therapeutics Inc.,Biotechnology,Healthcare,,,,,FALSE,FALSE,PTHS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTIX,CA,"Protagenic Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PTIX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTLE,CA,PTL Limited,Specialty Retail,Consumer Discretionary,,,,,FALSE,FALSE,PTLE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTLO,CA,Portillo's Inc.,Restaurants,Consumer Discretionary,,,,,FALSE,FALSE,PTLO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTM.TO,CA,Platinum Group Metals Ltd.,Other Precious Metals & Mining,Materials,,,,,FALSE,FALSE,PTM.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTNM,CA,Pitanium Limited,Household & Personal Products,Consumer Staples,,,,,FALSE,FALSE,PTNM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTON,CA,"Peloton Interactive, Inc.",Leisure,Consumer Discretionary,,,,,FALSE,FALSE,PTON,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PTRN,CA,Pattern Group Inc.,Software - Application,Technology,,,,,FALSE,FALSE,PTRN,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PUBM,CA,"PubMatic, Inc.",Software - Application,Technology,,,,,FALSE,FALSE,PUBM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PUK,CA,Prudential plc,Insurance - Life,Financials,,,,,FALSE,FALSE,PUK,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PULM,CA,"Pulmatrix, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PULM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PUMP,CA,ProPetro Holding Corp.,Oil & Gas Equipment & Services,Energy,,,,,FALSE,FALSE,PUMP,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PVBC,CA,"Provident Bancorp, Inc.",Banks - Regional,Financials,,,,,FALSE,FALSE,PVBC,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PVH,CA,PVH Corp.,Apparel Manufacturing,Consumer Discretionary,,,,,FALSE,FALSE,PVH,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PVL,CA,Permianville Royalty Trust,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PVL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PVLA,CA,"Palvella Therapeutics, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PVLA,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PW,CA,Power REIT,REIT - Specialty,Real Estate,,,,,FALSE,FALSE,PW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PWM,CA,Prestige Wealth Inc.,Asset Management,Financials,,,,,FALSE,FALSE,PWM,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PWP,CA,Perella Weinberg Partners,Capital Markets,Financials,,,,,FALSE,FALSE,PWP,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PWR,CA,"Quanta Services, Inc.",Engineering & Construction,Industrials,,,,,FALSE,FALSE,PWR,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PX,CA,"P10, Inc.",Asset Management,Financials,,,,,FALSE,FALSE,PX,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PXLW,CA,"Pixelworks, Inc.",Semiconductors,Technology,,,,,FALSE,FALSE,PXLW,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PXS,CA,Pyxis Tankers Inc.,Oil & Gas Midstream,Energy,,,,,FALSE,FALSE,PXS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PXT.TO,CA,Parex Resources Inc.,Oil & Gas Exploration & Production,Energy,,,,,FALSE,FALSE,PXT.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PYPD,CA,PolyPid Ltd.,Biotechnology,Healthcare,,,,,FALSE,FALSE,PYPD,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PYPL,CA,"PayPal Holdings, Inc.",Credit Services,Financials,,,,,FALSE,FALSE,PYPL,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PYR.TO,CA,PyroGenesis Inc.,Specialty Industrial Machinery,Industrials,,,,,FALSE,FALSE,PYR.TO,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
PYXS,CA,"Pyxis Oncology, Inc.",Biotechnology,Healthcare,,,,,FALSE,FALSE,PYXS,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
